,PC1
GraphFP254,0.014263532979049651
GraphFP329,0.014254124406252858
GraphFP297,0.014247146846263953
FP360,0.014237733729087555
ExtFP91,0.014235991436773097
FP927,0.014234970399170732
GraphFP796,0.014218557778684953
FP266,0.014215097572237599
FP110,0.014213668829387136
FP666,0.014213174287530151
FP258,0.014209226802830065
KRFP4000,0.014199411956416772
AD2D102,0.014189725992372894
FP675,0.01417019071781865
FP378,0.014168072139513623
ExtFP999,0.014167707249990256
ExtFP489,0.014161371544644067
minaaN,0.014134415714095854
ExtFP873,0.01413390428402662
ExtFP192,0.014117574853363084
MACCSFP123,0.014113863163179054
FP540,0.014108297487773513
ExtFP246,0.014108189040249108
ExtFP789,0.014102316990803835
nHdNH,0.014101078483192985
GraphFP919,0.014099754336228343
ExtFP797,0.014097327478702439
FP426,0.014085966267901002
mindsN,0.014081057091979923
ExtFP292,0.014077662407665814
GraphFP8,0.014076268546266157
SubFPC135,0.014070602125045345
GraphFP883,0.014061723175146604
GraphFP746,0.01404743469647027
nHBd,0.014034299698373711
FP460,0.014023262660587885
FP722,0.014022961777814797
PubchemFP697,0.014011255571566315
GraphFP465,0.014009278153478836
FP703,0.014006373175730271
ExtFP271,0.014005403762106098
ATSC5e,0.01400141373400356
FP724,0.013997688529798472
MACCSFP93,0.013995383862012089
ExtFP604,0.013991115111445006
PubchemFP180,0.013987979687373687
FP838,0.013986760311801604
FP356,0.0139855765378466
KRFP3697,0.013984868663265912
FP993,0.013980587445178945
ExtFP725,0.01397947448968785
FP367,0.013970018453101274
FP510,0.01396754829689332
FP872,0.013964743271092279
FP1003,0.013951962174982136
ExtFP676,0.013946372953192067
FP593,0.013944706827097425
ExtFP107,0.013942459722111574
ATSC7m,0.013936644583025742
GraphFP330,0.013922948156283293
FP935,0.013912074262841726
FP630,0.01390998070158129
PubchemFP712,0.013890093395718183
FP358,0.01387594798991494
ExtFP986,0.013872941546598521
PubchemFP445,0.013868869485755752
GraphFP1002,0.013868497223763822
FP403,0.013863016546364603
MACCSFP78,0.013860564112508902
ExtFP224,0.013859814734245194
ExtFP903,0.01385945050417361
GraphFP964,0.013854048885711333
ExtFP46,0.013844781122678677
ExtFP610,0.013844427544195148
minHssNH,0.013843113399565182
AD2D725,0.013841257265939608
FP548,0.013839169056957028
ExtFP151,0.013832359906277304
ExtFP739,0.013828168166907072
GraphFP270,0.013824003957325918
ExtFP971,0.013811678834017184
AD2D560,0.013809415246094527
GraphFP316,0.013808901778638832
LipinskiFailures,0.013795759387038463
GraphFP885,0.013783243890966893
ExtFP249,0.013780009495831795
ExtFP764,0.0137698954703407
GraphFP848,0.013769266286274203
KRFP3744,0.013768156352283891
ATSC1i,0.013762034294470486
ExtFP586,0.013758319103410245
FP659,0.0137582923783127
nHBint10,0.013747435075652069
GraphFP911,0.013737774588294087
FP325,0.013733403460717246
ExtFP583,0.013728689494731232
ExtFP175,0.013728022097106714
PubchemFP560,0.013727530950866151
ExtFP86,0.01371742102338084
ExtFP532,0.013712694414957838
ExtFP99,0.01370579210802262
PubchemFP721,0.01369408681412378
ExtFP415,0.013676459725601213
ExtFP580,0.013674026738470188
GraphFP131,0.013670609033410493
ExtFP957,0.013661759946548014
ExtFP631,0.013661064374364103
FP290,0.013661032479105606
ExtFP195,0.013651331000255222
MDEO-12,0.013644652152449569
ExtFP714,0.013642666932358403
ExtFP230,0.013640311053207056
ExtFP327,0.013634821533289328
ExtFP289,0.013632297982393835
APC2D7_N_O,0.01363228770990423
ExtFP381,0.013625744781914716
ExtFP543,0.013614028656985628
GraphFP93,0.013581554573766624
ExtFP732,0.013575094587746937
FP962,0.013572061550371927
FP676,0.013563140407404965
GraphFP344,0.013561985220769332
ExtFP370,0.013554763274526616
FP525,0.01354398561865899
KRFP3928,0.013535440304982925
ExtFP417,0.01353142422437935
GraphFP616,0.013526210531998954
ExtFP356,0.013505631526362652
FP854,0.013504936412396326
ExtFP464,0.013498116730874749
FP521,0.013496348961658218
FP355,0.013494423569293198
GraphFP137,0.01349388350469125
KRFP3295,0.0134884061696792
ExtFP561,0.01348651827485986
FP409,0.013485294655329707
FP641,0.01348211928235334
ExtFP395,0.013481786750230696
ExtFP401,0.013478883594697386
ExtFP218,0.013476910886442863
GraphFP782,0.013474335710746632
PubchemFP593,0.01344814369239817
MACCSFP95,0.013446192792366769
GraphFP293,0.013419209234738862
GraphFP832,0.013416730741482853
GraphFP762,0.013416320263675877
nHBint4,0.013406607907683285
GraphFP713,0.013405528353261085
ExtFP495,0.013404932565952833
FP418,0.013393507411515756
ATSC2e,0.013385399697678393
ExtFP93,0.013385115747714704
ExtFP934,0.01337100284784384
KRFPC3789,0.01336722726356239
GraphFP739,0.013365020847506917
GraphFP915,0.013363589314768864
GraphFP355,0.013355350091907253
ExtFP268,0.013349965580525777
FP826,0.013348556308917067
ExtFP860,0.013345682155504825
GraphFP157,0.01333909132362728
FP836,0.013330220205273484
KRFPC3718,0.01332141550232565
ExtFP427,0.01331696518503706
ExtFP186,0.013314830136783064
AD2D714,0.013313799872874937
FP148,0.013312299846822117
ExtFP810,0.01328965725109928
FP672,0.013286764742011764
ExtFP551,0.013284102217518074
ExtFP49,0.013278687760913501
minHBd,0.013274933386241142
KRFP3693,0.013273548623141257
FP243,0.013257673077211419
mindssC,0.013256683997381271
PubchemFP694,0.013249107377589886
GraphFP567,0.01322223346569887
ExtFP450,0.013218168435031631
GraphFP509,0.013214268099488127
FP234,0.013208180501229273
APC2D9_N_N,0.013205575135192814
KRFPC3788,0.013196347229534696
ExtFP267,0.013185456236847838
KRFP4610,0.01317642914987517
GraphFP100,0.013171580493715808
PubchemFP521,0.013165834932194895
ExtFP121,0.013159532071640452
AD2D639,0.013132522005344286
FP194,0.013130301037627351
FP379,0.013127841007648373
FP680,0.013127123069148651
ExtFP479,0.013126093879864874
ExtFP205,0.013119492614037045
ExtFP367,0.013118569917353008
FP610,0.013113804385072632
ExtFP620,0.013110971957097288
ExtFP493,0.013108032498015888
maxHBint5,0.013101232083280442
ExtFP993,0.01309839381087964
FP126,0.013096622928512264
ExtFP557,0.013095890403275254
KRFP3177,0.01309282843492713
GraphFP774,0.01308574378642998
GraphFP1012,0.01307785915020099
FP692,0.01306998705577503
GraphFP730,0.013069884677959843
AD2D636,0.013069406782280692
ExtFP743,0.013059857849500148
RotBtFrac,0.013056063598970854
FP808,0.0130557737878526
GraphFP781,0.013026479864327038
FP216,0.013026086257530637
ExtFP629,0.013000215527671138
FP940,0.01298622009928063
ExtFP122,0.012975366996425706
nHBint5,0.012971671284238442
FP7,0.012965624247522775
PubchemFP682,0.01296465812295831
PubchemFP439,0.012957018359800303
FP568,0.012956942511414042
ExtFP546,0.012950970102493525
ExtFP278,0.012947057489466906
FP469,0.01293452358885898
FP1000,0.012931907034702527
MACCSFP118,0.012930493039864356
KRFPC3744,0.012926787191306622
ExtFP766,0.012923458866433275
FP793,0.012911228956678806
ExtFP951,0.012906532024979446
FP200,0.012900674407694821
AD2D483,0.01289279133091233
GraphFP289,0.012887933069203697
ndsN,0.012878691342657556
MACCSFP36,0.012877342181249507
FP187,0.012874321112692
ExtFP502,0.012862669632232659
FP54,0.012859878130541375
GraphFP59,0.012858989614155873
ExtFP480,0.012855068116320504
GraphFP889,0.012846193676769955
nHssNH,0.012820414147263648
FP895,0.012809308664573865
FP769,0.012807296722596112
ExtFP544,0.01280580407552417
GraphFP650,0.012778357170195792
GraphFP195,0.012777348116739501
ExtFP89,0.012776864689132672
ExtFP737,0.012772644189372009
FP803,0.012760502829266817
ExtFP939,0.012756109693702222
FP343,0.012751630902664523
PubchemFP257,0.012750675319373652
FP999,0.012747122021177932
ExtFP599,0.01273195000512459
FP370,0.01272968503750102
naAromAtom,0.012728594432600814
GraphFP822,0.012727820143863854
FP317,0.012725299529167563
GraphFP148,0.01272322252684872
PubchemFP776,0.012715607845104929
GraphFP664,0.01271536049287001
FP870,0.012714463060956178
FP431,0.012711023459824238
KRFP3143,0.012710859381945256
FP33,0.01270273477023079
MACCSFP106,0.012700931101040869
ExtFP709,0.012694244862815077
KRFPC3648,0.012690581388219052
FP844,0.012688057884495308
FP779,0.012677303074133877
FP341,0.012676638768234235
GraphFP203,0.01267469204881805
ExtFP911,0.012673221351385341
KRFPC4237,0.012658742247244207
FP992,0.012658286407770607
ExtFP309,0.012633071453686083
SubFP109,0.012620988681827415
APC2D7_C_X,0.012619893567506615
PubchemFP256,0.012619814069317375
EStateFP11,0.012616987795899542
GraphFP110,0.012604451179716225
FP97,0.012589138070280791
GraphFP586,0.012584930118896652
FP32,0.012584476719732136
FP646,0.012581718418221676
KRFPC3740,0.012576821386030638
SubFP5,0.01256051053187001
ExtFP670,0.01253855880752482
GraphFP606,0.012520060394049225
FP279,0.0125050991066134
FP141,0.012497723093733452
FP289,0.012494710994817299
GraphFP763,0.01248556443065286
FP422,0.01248514988284453
GraphFP952,0.012483225948726822
ExtFP189,0.012480524057204689
FP561,0.012480032128502112
FP125,0.012479193425313168
GraphFP646,0.012474824941987891
ExtFP4,0.01247419566588732
FP665,0.012470037941352404
GraphFP83,0.012464764402449117
GraphFP145,0.012458482819868803
MACCSFP155,0.012457494211853937
ExtFP172,0.012457386644942985
KRFP3385,0.012452805327431994
ExtFP987,0.012441442001531378
APC2D9_C_X,0.012437078785180411
ExtFP822,0.012436034092497057
FP465,0.012409078220925568
SubFP85,0.012403230975018964
MACCSFP115,0.012398719468147181
AD2D637,0.01239408837060211
FP567,0.012385924053963023
FP627,0.012380157248408286
FP5,0.012376266823217392
GraphFP1014,0.0123721028554649
ExtFP100,0.012368232932485155
FP397,0.012366020018931782
KRFP3776,0.012353986230296557
FP573,0.012346514729974195
FP8,0.012346194426916394
KRFP2,0.012335646620499775
ExtFP983,0.01232956758714247
FP1022,0.012289329428927095
GraphFP432,0.012286591149927887
FP371,0.012278072656398634
ExtFP111,0.01227113218010383
ExtFP56,0.012270320902289794
ATSC7e,0.012260244844077896
SRW5,0.012252875217640681
GraphFP800,0.012252558051659429
FP189,0.012247769777350986
FP413,0.01224762479896666
ExtFP700,0.012245679831635636
AATSC4p,0.012228274645467356
KRFP3395,0.012226864004032669
FP973,0.012222789960009812
APC2D6_C_X,0.012222166689400423
ExtFP208,0.012213422243647888
FP759,0.012206949291832917
EStateFP18,0.012202307214587557
MACCSFP90,0.012192563711884933
MDEC-11,0.01218629361161726
ATSC2c,0.012185556844674162
FP758,0.012182590283107721
KRFPC3729,0.012173698128200681
ExtFP137,0.012172621484770751
AD2D708,0.012162014716516317
ExtFP625,0.012140029062554018
KRFP4318,0.012135587199267632
AD2D706,0.012129361053161074
GraphFP853,0.012126006614337123
KRFP4139,0.012118883501083618
FP649,0.012108654656576111
FP237,0.012104678810744007
naasC,0.012097241679688514
C2SP3,0.012092898859493119
GraphFP475,0.012092794849850708
ExtFP346,0.01209209465699598
GraphFP643,0.012085877163823382
AD2D558,0.012077717109894004
FP745,0.012076422312064336
FP781,0.01207345983474497
AD2D335,0.012061806473324539
PubchemFP17,0.012056274381458836
ExtFP286,0.012046411052665813
AD2D735,0.012032641692469233
KRFP2265,0.012026065708019012
APC2D10_C_S,0.012021577483835836
ExtFP965,0.012016115701750924
FP241,0.012014321194475507
ExtFP942,0.012013063276554334
FP488,0.012012645469993912
SHBint5,0.012012620010435434
KRFPC4285,0.012012201444096832
FP292,0.01200572176627647
FP570,0.012001511077108878
MDEN-22,0.011997569475453936
GraphFP418,0.011995374784129433
GraphFP335,0.011990530793813984
ExtFP760,0.011990185277869441
GraphFP568,0.011976846969716968
ExtFP704,0.011971511120436382
KRFP3228,0.011969158514977297
FP347,0.011968359976611633
GraphFP910,0.011958452795673398
FP99,0.011949729872583421
ExtFP982,0.011948811501865348
ExtFP715,0.01194841319694008
AD2D630,0.011941280696268267
GraphFP466,0.011924794359088083
ExtFP533,0.011918567883767975
naaN,0.011905156767667976
GraphFP487,0.011894656248224082
FP632,0.01189246008731237
ExtFP719,0.011883356102018868
FP377,0.011883231477645494
KRFP3609,0.011874369480739597
GraphFP510,0.011864219700306605
FP679,0.011860843276981925
GraphFP547,0.011837044214508853
ExtFP442,0.011826790434414976
ExtFP630,0.011818296289151141
ExtFP47,0.011817535567907184
ExtFP507,0.011813747555168059
GraphFP979,0.011807192485116406
GraphFP602,0.011802422511216047
GraphFP274,0.011800708801376424
VCH-5,0.011798295932576485
ExtFP191,0.01179511461810369
FP307,0.011789051192566182
GraphFP674,0.011774919365749745
GraphFP48,0.011773806214275094
FP846,0.011773534465214333
ExtFP337,0.011771328080621651
FP428,0.01176802506098783
SdssC,0.011762059226787417
nHBint9,0.01176034502417032
FP401,0.011757155797162246
ExtFP945,0.011756144154106946
FP673,0.011753136278361017
GraphFP238,0.011752984349055674
AATSC8i,0.011747774049557453
KRFP368,0.011746514124445016
GraphFP540,0.011742250814259768
ExtFP916,0.01174064260349117
KRFP3790,0.011735748976637771
ExtFP18,0.011732809506678571
ExtFP243,0.011722422420302928
AD2D491,0.011714893744199201
SubFP19,0.011710822211692194
MACCSFP83,0.011701853853177008
ExtFP430,0.0116962852990474
ExtFP446,0.011678173962444985
GraphFP163,0.011677021933970255
FP963,0.0116642663557333
FP74,0.01166365394224889
GraphFP564,0.011662987206200333
ExtFP820,0.011656661850673645
GraphFP20,0.01165360990409942
GraphFP792,0.011652061362880837
FP329,0.011650134991020942
ExtFP761,0.011646847891785753
FP490,0.011639883536510142
MACCSFP54,0.011636565508756278
FP871,0.011635199630736413
FP830,0.011634575452925415
ATSC3s,0.011631625788367995
APC2D3_N_O,0.011620089261063284
ExtFP61,0.011617628115536297
FP2,0.011613451165950452
FP602,0.011601717893225207
GraphFP21,0.011597380397950639
ExtFP711,0.011595594104186945
AD2D552,0.011591594185430095
FP456,0.011588652043767174
MACCSFP38,0.011572976026073496
ExtFP53,0.011571807557915929
FP765,0.011555394244396172
FP250,0.011554975261284186
FP245,0.011553587973196434
GraphFP498,0.011552379567552304
SubFPC137,0.01154993511176238
ExtFP830,0.011542264209248665
KRFP401,0.01153941554202327
GraphFP379,0.011537672750792347
FP965,0.01152030063674908
RotBFrac,0.011507030174917209
PubchemFP422,0.011501131365224597
ExtFP466,0.011500744993112535
KRFP3777,0.011495791929430111
GraphFP707,0.011495331852451619
ExtFP799,0.011493025661455693
MACCSFP138,0.01149175637786597
FP652,0.011475456377662754
FP888,0.011465684228064515
ExtFP541,0.01146101432661297
ExtFP524,0.011453689636692556
GraphFP423,0.011451008325891266
GraphFP262,0.01143953419420199
GraphFP386,0.011435829375371827
GraphFP380,0.011435300699281658
FP777,0.011434288513010718
ExtFP154,0.011430656613647748
FP628,0.01142634609939297
ExtFP509,0.011422714875384625
ExtFP136,0.011418006611047913
PubchemFP728,0.011407840827167118
ExtFP457,0.01139956879469567
FP523,0.011391298387885941
KRFP2306,0.011391280127056277
FP123,0.011385905518649639
APC2D5_C_X,0.0113810396761307
GraphFP171,0.011375309108076874
FP270,0.01137100435605151
FP554,0.011368779907436722
GraphFP575,0.011362518442520862
FP177,0.01135895855422666
FP467,0.011348990370540006
AD2D492,0.01134746186695368
nBase,0.01134131273864532
MACCSFP89,0.01134087328912907
GraphFP985,0.011330611405035709
FP617,0.01132850548948302
GraphFP532,0.011328196074440723
GraphFP651,0.01130825153106422
GraphFP101,0.011307691239092052
FP135,0.011300717973964602
KRFP1013,0.011297112172005346
KRFP3654,0.011276090064571156
ExtFP445,0.011271961161181307
ATSC4v,0.011270933459484307
GraphFP810,0.01126298330895173
FP450,0.011258729899277247
ExtFP141,0.011251599512266177
FP127,0.011248417672653208
FP504,0.011246831711030194
GraphFP400,0.011240465262011959
FP600,0.011237462906986852
FP778,0.011236937406811068
ExtFP1016,0.011235046042809328
FP451,0.011233874016092668
MACCSFP87,0.011231065735595085
ExtFP39,0.011224760924143531
ExtFP579,0.011222948170972531
FP41,0.011222654023440736
ExtFP685,0.011217376876021529
GraphFP778,0.011215224703195985
AD2D657,0.011195509134001367
APC2D5_N_N,0.011172609734307894
FP982,0.011171984213555699
FP636,0.011165284515171906
ExtFP537,0.011164788836015327
ATSC2s,0.011162681104333202
APC2D7_C_F,0.011160860405979633
GraphFP279,0.011159176381862528
APC2D2_O_O,0.011159043603925544
GraphFP45,0.011153447292442272
FP286,0.011153255172439225
ExtFP984,0.011147063369485765
APC2D10_C_X,0.011145127016478391
GraphFP377,0.011143801526300318
GraphFP136,0.011138016394624113
FP233,0.011137942239429823
FP609,0.01113162248158062
maxHBint7,0.011126796029812697
FP351,0.011121658470389892
FP577,0.01111972652918095
KRFP2428,0.01111883320968144
ExtFP238,0.011113511454872606
ExtFP752,0.011093289361815913
KRFP2667,0.011086498745962337
GraphFP704,0.011081213061127698
ExtFP839,0.01107443983955138
GraphFP292,0.01104859776369392
FP330,0.011047760126377244
GraphFP846,0.011043359588917305
GraphFP235,0.011040793987684138
GraphFP557,0.01102143392001139
GraphFP337,0.011021430375981493
FP947,0.011014728673831176
FP538,0.011003913932653332
AD2D324,0.01099480748541839
ExtFP505,0.010993504027172472
MACCSFP109,0.010993226145783113
FP1010,0.010991149829993921
ExtFP720,0.010979081897058918
FP515,0.010968100833615135
FP853,0.010962847339857619
FP971,0.010962521298644284
GraphFP426,0.01095703414830571
FP677,0.010942298785687263
GraphFP514,0.010942014203580775
FP1018,0.010939812845869328
APC2D3_N_N,0.01093784849554632
GraphFP222,0.010931225718688698
ExtFP67,0.010923951839929946
FP706,0.010914301471251477
MACCSFP131,0.010901603401018183
GraphFP686,0.010891752782268409
GraphFP221,0.010891325156858063
FP941,0.010883554197286214
APC2D8_C_F,0.010879701242645172
AD2D719,0.010872898722456479
FP9,0.010865138418258941
ExtFP768,0.010864839775567974
ExtFP687,0.010846951470716506
ATSC5s,0.010837421398628491
FP957,0.010827399148596104
FP629,0.010826735446902576
PubchemFP620,0.01081966416405974
ExtFP769,0.010813851215727423
ExtFP614,0.010812500967314103
FP822,0.010807890047456475
FP461,0.010804569751929895
GraphFP41,0.01080163399480308
FP439,0.010801602713555918
APC2D2_N_S,0.010794109898417451
GraphFP490,0.010793527640500981
FP877,0.010782792291954108
FP664,0.01077718509187507
FP943,0.010763840870179574
FP170,0.010761468197660995
PubchemFP635,0.010753374642570429
ExtFP448,0.01075095011124423
PubchemFP198,0.010750486048215286
GraphFP769,0.010749942892060802
APC2D4_C_X,0.010748191418468483
ExtFP120,0.010739192725157264
GraphFP843,0.010733091576802389
GraphFP551,0.010723487498301753
FP823,0.010706018288034887
minHBint10,0.010694558213568564
GraphFP178,0.010690186111434071
FP95,0.010687931003477627
APC2D1_C_X,0.010684427957793566
ATSC4m,0.010662806787557004
FP776,0.01064016382536193
GraphFP961,0.010635602456305043
maxHBint4,0.010623925213823946
FP631,0.010619735312920198
AD2D647,0.010615751240397427
GraphFP144,0.010605110341195996
ExtFP771,0.010600517537708016
FP726,0.010589954343415758
FP362,0.010585837348428034
ExtFP972,0.010582911519551203
APC2D10_N_X,0.010581244901337439
FP246,0.010574672241973254
ExtFP13,0.01057326596900756
GraphFP721,0.010557464684685302
nHdCH2,0.010554594993831835
PubchemFP3,0.010550258335379962
PubchemFP636,0.010549142368034132
ExtFP256,0.010547486288629681
KRFP1642,0.01054585840777917
GraphFP813,0.010532703317187688
PubchemFP645,0.010532015994336065
ExtFP755,0.01052554108801625
FP69,0.010520169934626252
FP736,0.010512609918366502
SCH-5,0.010503650852421472
GraphFP882,0.010494331748928271
ExtFP211,0.01047863037882482
FP705,0.010475349759714966
SubFP18,0.010472143772820635
AD2D415,0.010472011059373313
APC2D7_O_O,0.010470253731987643
ExtFP101,0.010455638160019518
ExtFP844,0.010447517550760241
FP855,0.010446980939075238
APC2D8_N_N,0.010443556830253775
PubchemFP646,0.010436498250572693
MATS2e,0.010428968579999653
minsF,0.010422557732959355
FP480,0.01040077475331975
FP339,0.010398200659279974
MATS4m,0.010394192098052885
ATSC3v,0.010392471425121374
GraphFP779,0.01038729838909541
FP260,0.01037444710100361
PubchemFP517,0.01036623487034305
SHBint7,0.010363459522753441
ExtFP581,0.010361850904422718
ExtFP848,0.010350092002713359
GraphFP219,0.01034669407482853
MACCSFP100,0.01034568924711743
KRFP1476,0.010340571786697493
GraphFP347,0.010337699187523693
AD2D413,0.010337454714808729
GraphFP786,0.010333377466579998
FP297,0.010329488795452483
GraphFP703,0.010308974502546043
GraphFP906,0.010306432662179113
maxHBint2,0.010306058173154173
SHBint4,0.010293051589146425
ExtFP398,0.010291120285977591
AD2D641,0.010289688169000482
ExtFP514,0.010285156146317422
APC2D10_O_X,0.010284678231580083
AD2D715,0.010279752001606027
ExtFP519,0.010267740364314784
FP201,0.010265416879234428
ExtFP738,0.01025596487677459
GraphFP230,0.010245934533493104
AATSC4m,0.010245011605434161
FP104,0.010230799418821646
FP417,0.010229224284906285
GraphFP981,0.010229203895369944
FP790,0.010218743968922197
KRFPC3777,0.01021830918830812
GraphFP217,0.010214308171162872
KRFP3012,0.010204304910392575
PubchemFP735,0.010200759295738873
KRFP654,0.010198501198235718
FP974,0.010193409626347967
FP892,0.010192413593786104
GraphFP38,0.01018379221008674
minHaaCH,0.010175007733977698
GraphFP962,0.010144184331853124
FP565,0.010127845319632399
MACCSFP86,0.010122842798799332
KRFP3816,0.010120088587543982
ExtFP163,0.01011742251855969
ExtFP64,0.010108268225940971
FP529,0.010107393873530915
FP710,0.010096610111869199
KRFPC605,0.010094499754650476
FP195,0.010092174205063576
SubFP197,0.010089088029629184
PubchemFP385,0.010081408958248104
ExtFP216,0.010077160687218362
ExtFP40,0.010075960063592092
GraphFP368,0.010067574761971601
FP704,0.010066093598661242
ExtFP254,0.010064146068475766
GraphFP94,0.010052355996720861
ExtFP609,0.010051779414767882
FP244,0.010043975053616701
ExtFP384,0.010025245884391402
KRFP3602,0.010018376262658031
ExtFP677,0.010015655151547745
MACCSFP37,0.01001237392822924
GraphFP583,0.01000861870424028
FP11,0.010003619061398085
GraphFP738,0.009973041154432321
APC2D9_C_F,0.009972268507703032
ExtFP814,0.009963962376268148
FP519,0.009961186870675294
FP186,0.009949807691996338
ExtFP140,0.009948866545235373
ExtFP795,0.009947397047320096
ExtFP392,0.009944875327618797
ExtFP484,0.00994425773548124
GraphFP635,0.009943672811433374
GraphFP663,0.00992770051706476
ExtFP636,0.00991959951747706
KRFP3399,0.009909801962892978
minHBint5,0.009909019463291514
KRFPC2265,0.009887964340292753
GraphFP88,0.009882336332578139
GraphFP62,0.00987167070524486
GraphFP126,0.009870019022336586
FP914,0.009868825760723019
FP303,0.009863080156812821
PubchemFP467,0.009857240713107252
GraphFP290,0.009847049652877865
FP553,0.009842107434434698
GraphFP990,0.009822783988574703
FP801,0.009819867246638608
PubchemFP580,0.009819121899049679
ATSC1p,0.009811369646721245
FP902,0.009806758411205931
ExtFP382,0.009802539391397014
SHBint10,0.0098015000394696
ExtFP882,0.009796374965886288
GraphFP871,0.009789264000597079
GraphFP863,0.009769850084063388
ATSC1s,0.00976760957254954
GraphFP488,0.009767573473009578
GraphFP496,0.009761781744907138
KRFP4192,0.009747813004211897
FP315,0.009743822302840953
KRFP2595,0.009736917600908654
KRFP3806,0.009732797370145398
KRFP3396,0.009717316470139967
GraphFP617,0.009710445645225753
ExtFP852,0.009704074933533757
ExtFP564,0.009701699851547374
FP296,0.009696024542516037
FP278,0.009694756297068036
ExtFP146,0.009691877725310495
GraphFP23,0.009687244322486323
FP294,0.009685264375563588
FP313,0.009664722475374957
AD2D329,0.009664620790420925
GraphFP366,0.009663634978465183
FP495,0.00965930636971993
ExtFP612,0.009653410207785934
FP331,0.009649319040331754
ExtFP918,0.00964539534916589
APC2D6_C_F,0.00964159367032448
GraphFP108,0.009635875731924804
APC2D6_O_Cl,0.009634282724520923
FP811,0.009625258755286114
FP147,0.009616240392697206
ExtFP97,0.009614871360448226
FP188,0.009611273449309288
FP257,0.00959942721541081
GraphFP408,0.009598256201837935
nHBint3,0.009595125027909506
FP1020,0.009591158438185953
APC2D6_C_S,0.009590593517251883
FP68,0.009589207956972963
AD2D561,0.009582936306942551
GraphFP770,0.009572920561090997
GraphFP278,0.009569626047027617
GraphFP276,0.009561773174713694
ExtFP856,0.009557241782363847
PubchemFP703,0.00955600354593362
ExtFP804,0.00955491166968371
ExtFP214,0.009552227594024057
ExtFP722,0.009542896911992461
ExtFP727,0.009533753915122787
FP276,0.009531964166571134
ExtFP665,0.009527794505749719
GraphFP996,0.00952727380930435
FP288,0.00952153298796064
ETA_Beta_ns_d,0.009517490731792942
GraphFP181,0.009515811869091449
ExtFP262,0.009510395598332364
FP642,0.00950177710961641
FP640,0.00949999106831456
FP221,0.009493764150142041
PubchemFP518,0.009492638153850713
ExtFP535,0.009483185561382288
PubchemFP186,0.009482614037336027
MATS2s,0.009465091483988428
FP432,0.00945338020335812
ExtFP376,0.00944798179509752
GraphFP164,0.00942780468318638
FP199,0.00942485408796058
GraphFP124,0.009424093258747504
GraphFP683,0.009408508208343167
FP605,0.009403282554791056
GraphFP264,0.009402698942627317
FP686,0.00939422613379914
KRFP3921,0.009389442015177635
KRFPC4000,0.009382517669027963
GraphFP425,0.00937637669315542
ExtFP885,0.009362615040750786
FP49,0.009357862543791682
GraphFP662,0.009353629429966056
AD2D729,0.009352581879833545
GraphFP909,0.009336047838932396
GraphFP482,0.009335857856972206
nF,0.00933159080791098
KRFP839,0.009321857429610992
GraphFP609,0.009321348382454693
GraphFP288,0.009319730273098141
SHBint2,0.009315917473833375
GraphFP273,0.009307595208636265
FP674,0.009303705010076458
GraphFP905,0.009289869207253462
GraphFP895,0.0092848801109478
KRFP4254,0.009284125803541524
FP399,0.00927855201470359
GraphFP361,0.00925031180780511
KRFP3809,0.0092454475151912
GraphFP364,0.009240604954421638
APC2D9_O_X,0.00923021263321413
ATSC7v,0.009228664644483952
PubchemFP346,0.009223281697156784
ExtFP529,0.009211766324649788
AD2D259,0.009210524206439684
GraphFP458,0.009206786005881772
FP382,0.009184829434590308
PubchemFP644,0.009176016291003964
ExtFP366,0.009173438805390096
PubchemFP150,0.009166390201894532
GraphFP605,0.009153962033186407
FP1017,0.009150043308823134
SubFP17,0.009146747984468476
GraphFP701,0.009143490665313482
GraphFP516,0.009136484494451723
FP613,0.009135643167694751
PubchemFP259,0.009120524065049918
ATSC7c,0.009110144230606002
GraphFP358,0.009105149188966665
FP322,0.009098499038668136
GraphFP242,0.009073364301655076
KRFP4317,0.009067080789057812
GraphFP852,0.009065651348703485
FP271,0.009058957688975066
FP111,0.009055230143899744
PubchemFP364,0.009035088401590024
FP353,0.009012265589726213
ATSC4i,0.009008355296157724
ExtFP925,0.00900588007826178
ExtFP178,0.009004535815349317
GraphFP924,0.009002343892095232
FP90,0.008999172108603485
GraphFP849,0.00899764650253219
GraphFP1019,0.008987624431883728
APC2D6_N_X,0.00898330170695943
ExtFP48,0.008967354109517827
KRFP3181,0.0089658142100595
PubchemFP261,0.00896576216286912
minHBint4,0.008960073364534903
FP760,0.008954006633610016
APC2D10_C_F,0.008947317244681728
FP477,0.00894345053234396
ExtFP559,0.008941829262093779
MDEO-11,0.008927959983583521
GraphFP127,0.008922950770681575
PubchemFP461,0.008920247715159282
Molecular Weight,0.008918760455615737
PubchemFP699,0.008909519213430398
FP65,0.008907455095652543
AD2D651,0.008906601734514219
ExtFP155,0.008904209677149322
ExtFP657,0.008894103830558196
KRFPC3928,0.008881515013385313
GraphFP167,0.008877980571958786
FP299,0.00887646164388528
ATSC6e,0.008874874790684344
FP882,0.008865261722937086
FP454,0.008850745855590548
GraphFP652,0.008850649372481152
FP612,0.008836302878047639
GraphFP671,0.008832622616419093
ATSC7s,0.0088299750047723
minssCH2,0.008821976871054633
ExtFP34,0.008817214581868885
GraphFP515,0.008813905226434467
