,Feature,Importance
1920,ExtFP574,6.729362128967596e-05
2922,GraphFP643,6.723582973066886e-05
1392,ExtFP41,6.72268413439488e-05
570,FP237,6.714168230607603e-05
3089,GraphFP837,6.713232663125394e-05
1970,ExtFP624,6.708331060503917e-05
1644,ExtFP296,6.69662495631892e-05
2696,GraphFP374,6.688914443296562e-05
1195,FP867,6.688914443296562e-05
777,FP446,6.659190164580103e-05
1371,ExtFP20,6.645901927946608e-05
3040,GraphFP776,6.643956241033387e-05
2232,ExtFP889,6.63454988104647e-05
1501,ExtFP151,6.633398776427733e-05
3380,AD2D570,6.633276911696017e-05
760,FP429,6.631415121965217e-05
877,FP546,6.625590604262699e-05
248,VC-4,6.6191342934803e-05
1083,FP755,6.618949558087129e-05
1720,ExtFP372,6.616896193302319e-05
1940,ExtFP594,6.605394257277345e-05
3297,AD2D325,6.590622060784734e-05
2970,GraphFP698,6.588330679589928e-05
1131,FP803,6.575941329693925e-05
2503,GraphFP166,6.57304044866658e-05
3227,GraphFP1002,6.564438891235276e-05
1713,ExtFP365,6.55623689877903e-05
624,FP292,6.503073189452516e-05
651,FP319,6.493260640257616e-05
1645,ExtFP297,6.492914864533726e-05
1664,ExtFP316,6.485989914729339e-05
890,FP559,6.46699016331556e-05
1909,ExtFP562,6.459718673832397e-05
745,FP414,6.459718673832397e-05
3149,GraphFP908,6.423740036163579e-05
963,FP633,6.417428346875796e-05
2842,GraphFP546,6.414203619570073e-05
1503,ExtFP153,6.407775239782284e-05
1845,ExtFP497,6.359377854499181e-05
2759,GraphFP451,6.336301398063347e-05
1127,FP799,6.32535762658286e-05
497,FP164,6.311098418888215e-05
1209,FP881,6.302516375995201e-05
1615,ExtFP266,6.264320174890915e-05
1287,FP959,6.22927867948014e-05
1104,FP776,6.22927867948014e-05
1852,ExtFP504,6.205850364509459e-05
1154,FP826,6.204299217703942e-05
1889,ExtFP541,6.203754185014841e-05
510,FP177,6.176560012115558e-05
1562,ExtFP213,6.160143218345891e-05
1842,ExtFP494,6.135025322721322e-05
1700,ExtFP352,6.121292803869198e-05
3192,GraphFP959,6.104967038737168e-05
937,FP607,6.078514537854647e-05
1837,ExtFP489,6.017402316965659e-05
1298,FP970,5.963628280947585e-05
1119,FP791,5.9629609426701494e-05
3179,GraphFP946,5.9565498767080036e-05
1925,ExtFP579,5.9564028550443925e-05
1367,ExtFP16,5.922572898525381e-05
997,FP667,5.91681175004042e-05
1649,ExtFP301,5.896243224501902e-05
1132,FP804,5.888003269356081e-05
1073,FP745,5.8863182657540035e-05
1285,FP957,5.885858465258846e-05
1044,FP714,5.8524399489779985e-05
589,FP257,5.846790913378602e-05
3068,GraphFP810,5.806941738427341e-05
2357,GraphFP12,5.80523114591566e-05
1302,FP975,5.7563319036105576e-05
1991,ExtFP645,5.7499980518605e-05
1056,FP726,5.7305060384108115e-05
931,FP601,5.7108043460819175e-05
898,FP567,5.7108043460819175e-05
3228,GraphFP1005,5.6322679093896426e-05
1526,ExtFP176,5.630871522705362e-05
733,FP402,5.630871522705362e-05
2261,ExtFP919,5.6134615470686265e-05
1093,FP765,5.558904010904003e-05
934,FP604,5.53314362663272e-05
833,FP502,5.4921485368979815e-05
479,FP146,5.4921485368979815e-05
1303,FP976,5.476751406658944e-05
1939,ExtFP593,5.476751406658944e-05
2930,GraphFP653,5.448444752746162e-05
2381,GraphFP38,5.44654898364823e-05
1705,ExtFP357,5.44654898364823e-05
534,FP201,5.428485029148866e-05
1992,ExtFP646,5.424685956460901e-05
2313,ExtFP972,5.404101313955321e-05
1187,FP859,5.360279708487621e-05
1062,FP732,5.3299369477875486e-05
517,FP184,5.318335754747067e-05
2036,ExtFP690,5.31516499282671e-05
2865,GraphFP574,5.312200815591203e-05
2951,GraphFP677,5.306719021142187e-05
1985,ExtFP639,5.296790401888152e-05
1642,ExtFP294,5.2539618860260726e-05
3224,GraphFP999,5.2168066135831884e-05
2207,ExtFP864,5.1724050094285235e-05
737,FP406,5.1532371366487665e-05
1116,FP788,5.135331394897533e-05
1386,ExtFP35,5.1278774431252076e-05
956,FP626,5.119210395712516e-05
2401,GraphFP58,5.110038500576591e-05
2780,GraphFP477,5.100653084233993e-05
2893,GraphFP606,5.0775139345986526e-05
2122,ExtFP778,5.07600670976483e-05
2591,GraphFP263,5.0684202486263906e-05
1384,ExtFP33,5.060194822914619e-05
1948,ExtFP602,5.0488787351105736e-05
2203,ExtFP860,5.0429737256063024e-05
3199,GraphFP967,5.0259645829536884e-05
865,FP534,5.021149302855233e-05
1523,ExtFP173,5.01318404762258e-05
2650,GraphFP326,4.954045692958009e-05
1962,ExtFP616,4.931364606025309e-05
2223,ExtFP880,4.928114574676715e-05
2556,GraphFP222,4.870468615053853e-05
1004,FP674,4.8697622655174e-05
1038,FP708,4.8644080683241145e-05
2151,ExtFP807,4.852752518742124e-05
2388,GraphFP45,4.844789005374299e-05
1544,ExtFP195,4.831606465061789e-05
3050,GraphFP787,4.820162596802559e-05
2258,ExtFP916,4.820162596802559e-05
578,FP245,4.790244663279925e-05
1241,FP913,4.790244663279925e-05
3235,GraphFP1014,4.790244663279925e-05
1497,ExtFP147,4.7781795926653695e-05
1707,ExtFP359,4.7703047984329435e-05
2041,ExtFP695,4.7662488761965205e-05
3321,AD2D404,4.7130611248635106e-05
469,FP136,4.7112663419485673e-05
1217,FP889,4.710512883037376e-05
924,FP594,4.6819519591824e-05
2266,ExtFP924,4.671959009610105e-05
2728,GraphFP411,4.6543877733820946e-05
1489,ExtFP139,4.653224413277958e-05
1097,FP769,4.606531872786738e-05
2231,ExtFP888,4.598686145120316e-05
860,FP529,4.598261587369359e-05
688,FP356,4.591658265237338e-05
1739,ExtFP391,4.590969602901899e-05
977,FP647,4.590969602901899e-05
3216,GraphFP989,4.572206952829232e-05
2074,ExtFP730,4.56966937436374e-05
344,FP11,4.5398901651812e-05
3441,AD2D725,4.5387908197068586e-05
2011,ExtFP665,4.504574509901019e-05
1336,FP1009,4.503395902308064e-05
1409,ExtFP59,4.4595492578532104e-05
2417,GraphFP75,4.4490465193622646e-05
3349,AD2D492,4.4319464622892244e-05
2469,GraphFP129,4.4230353458273285e-05
3343,AD2D483,4.4127960937495015e-05
2787,GraphFP485,4.404181766015964e-05
413,FP80,4.380143963170042e-05
620,FP288,4.373851839396604e-05
2823,GraphFP523,4.340632644745863e-05
1790,ExtFP442,4.328677569348802e-05
2177,ExtFP833,4.3250968827042606e-05
971,FP641,4.2880084276942104e-05
2666,GraphFP342,4.277941921301746e-05
2468,GraphFP128,4.261978660338036e-05
1830,ExtFP482,4.239362353936381e-05
664,FP332,4.232019211931887e-05
2024,ExtFP678,4.2266875696158204e-05
2046,ExtFP700,4.220667152915092e-05
540,FP207,4.157350819274292e-05
1557,ExtFP208,4.138817530608282e-05
1965,ExtFP619,4.0919810367042485e-05
1873,ExtFP525,4.021947321316512e-05
399,FP66,4.012213069269487e-05
3136,GraphFP893,3.9984607025682726e-05
1311,FP984,3.985970761535138e-05
2956,GraphFP682,3.981725821578592e-05
661,FP329,3.937159253945705e-05
795,FP464,3.928601348447461e-05
371,FP38,3.916859463740351e-05
2288,ExtFP946,3.893336874791847e-05
2565,GraphFP232,3.8436573853928416e-05
867,FP536,3.816243838746357e-05
2355,GraphFP10,3.7714580144879346e-05
2449,GraphFP109,3.559387194250458e-05
1100,FP772,3.556987694124243e-05
607,FP275,3.54740937760163e-05
2983,GraphFP711,3.5339307111962626e-05
936,FP606,3.523924627221572e-05
2462,GraphFP122,3.52100497646095e-05
2391,GraphFP48,3.512209544448691e-05
2292,ExtFP951,3.5042058878265566e-05
1172,FP844,3.453743504567388e-05
238,C4SP3,3.449731300376459e-05
1300,FP973,3.4478437337108684e-05
2567,GraphFP235,3.446625872866896e-05
2424,GraphFP83,3.424869519797799e-05
2351,GraphFP6,3.419983631852161e-05
3208,GraphFP979,3.4066304629845894e-05
2572,GraphFP241,3.38240676956715e-05
2342,ExtFP1012,3.2776107148634575e-05
2028,ExtFP682,3.2472224238031243e-05
2753,GraphFP444,3.247095921923998e-05
1338,FP1011,3.243695525028413e-05
3420,AD2D666,3.2208443395241876e-05
735,FP404,3.214531374034292e-05
3327,AD2D414,3.21132065725368e-05
1899,ExtFP552,3.0552557861578406e-05
715,FP383,3.0417550077196873e-05
1718,ExtFP370,3.0410521491758324e-05
335,FP2,3.0249031873245337e-05
582,FP249,3.0017731326585544e-05
1011,FP681,2.9755037420990845e-05
930,FP600,2.9239750049264355e-05
3217,GraphFP990,2.8791973737920942e-05
566,FP233,2.874069507851307e-05
1383,ExtFP32,2.8719420149154302e-05
2316,ExtFP975,2.8694883881880668e-05
792,FP461,2.8623324250830183e-05
432,FP99,2.8038695429811015e-05
2840,GraphFP543,2.791934647966773e-05
1547,ExtFP198,2.732098289620865e-05
2706,GraphFP386,2.7269310587973254e-05
2175,ExtFP831,2.693348398507366e-05
1203,FP875,2.6530814301203634e-05
757,FP426,2.626192372197213e-05
3367,AD2D549,2.5907929261134192e-05
2137,ExtFP793,2.5472136880580576e-05
917,FP587,2.5334700113819293e-05
1128,FP800,2.532818814174616e-05
2366,GraphFP21,2.4770228464790047e-05
869,FP538,2.4174717768942995e-05
2723,GraphFP406,2.4120459102039506e-05
2063,ExtFP718,2.4072755819426075e-05
3348,AD2D491,2.405082731777184e-05
1682,ExtFP334,2.34664173707894e-05
1775,ExtFP427,2.3461044372272547e-05
778,FP447,2.336606706925388e-05
809,FP478,2.3198264189612787e-05
1293,FP965,2.3111526694882823e-05
1786,ExtFP438,2.268694082477123e-05
600,FP268,2.243384431348435e-05
2461,GraphFP121,2.2311931430250274e-05
3294,AD2D314,2.22330440921068e-05
2190,ExtFP846,2.1869060117441736e-05
3230,GraphFP1009,2.1861845778165758e-05
844,FP513,2.1807205348184762e-05
935,FP605,2.171882350898302e-05
2276,ExtFP934,2.1662299508809793e-05
836,FP505,2.158500750370411e-05
486,FP153,2.150547542004992e-05
337,FP4,2.0904822235536603e-05
1223,FP895,2.0878028511667368e-05
574,FP241,2.0816611681418656e-05
1933,ExtFP587,2.0616045278709425e-05
1792,ExtFP444,2.0216548675323953e-05
1294,FP966,2.013407525632727e-05
1333,FP1006,2.0006922034051592e-05
2524,GraphFP188,1.965933845629719e-05
3383,AD2D574,1.960474675872689e-05
2412,GraphFP70,1.9111297842594704e-05
2228,ExtFP885,1.8850674574541623e-05
3122,GraphFP878,1.8841833214333403e-05
3148,GraphFP907,1.869241013553244e-05
1715,ExtFP367,1.8343619007626156e-05
2544,GraphFP209,1.827370965458041e-05
1861,ExtFP513,1.7758362865189924e-05
1184,FP856,1.7744347888179003e-05
1627,ExtFP278,1.7681355477522854e-05
2798,GraphFP497,1.7489408011054872e-05
1017,FP687,1.6739170630720863e-05
2677,GraphFP355,1.623315160064405e-05
2501,GraphFP164,1.5520847562800553e-05
1887,ExtFP539,1.5195078427641778e-05
1826,ExtFP478,1.5050008061958681e-05
1923,ExtFP577,1.4625640318715554e-05
1589,ExtFP240,1.4295293175150094e-05
408,FP75,1.4265066828149737e-05
2447,GraphFP107,1.4151545902030124e-05
3099,GraphFP849,1.4120924253013393e-05
2797,GraphFP496,1.4091872138254132e-05
340,FP7,1.395585064953353e-05
3038,GraphFP774,1.3675071228025809e-05
2225,ExtFP882,1.3489832334288927e-05
2880,GraphFP591,1.3313294523928267e-05
790,FP459,1.3105512931350067e-05
584,FP251,1.2937472050063277e-05
998,FP668,1.2932887997505844e-05
3415,AD2D657,1.2691361934324756e-05
1734,ExtFP386,1.2327657856410477e-05
364,FP31,1.1833309535415405e-05
1443,ExtFP93,1.1554538845662018e-05
2685,GraphFP363,1.135564295327035e-05
3137,GraphFP894,1.1344312457275848e-05
753,FP422,1.118580274389616e-05
3256,AD2D170,1.097222675595332e-05
2917,GraphFP637,1.0931951791672752e-05
1521,ExtFP171,1.076619778972068e-05
2764,GraphFP458,1.0517258427901585e-05
1053,FP723,1.0495218891971155e-05
1484,ExtFP134,1.04521883447191e-05
2947,GraphFP672,1.0320928526995849e-05
1827,ExtFP479,1.0299823517643796e-05
2757,GraphFP449,1.0093827047290975e-05
2470,GraphFP130,9.896741428949687e-06
2125,ExtFP781,9.852769125583377e-06
2237,ExtFP894,9.571928358663856e-06
1391,ExtFP40,9.420977575906575e-06
3447,AD2D735,9.296658237807943e-06
901,FP570,9.132732914604402e-06
237,C3SP3,9.084619245032938e-06
2698,GraphFP376,8.943825761238422e-06
2305,ExtFP964,8.806834623020481e-06
758,FP427,8.403085604143578e-06
2133,ExtFP789,8.35298582749706e-06
611,FP279,8.132408864417952e-06
3087,GraphFP834,8.130973340837788e-06
2059,ExtFP714,8.02876369025673e-06
1973,ExtFP627,7.97515187141346e-06
817,FP486,7.930389350387116e-06
1528,ExtFP178,7.916420829447702e-06
3242,GraphFP1021,7.652998386780992e-06
2148,ExtFP804,7.627822653844631e-06
1075,FP747,7.614405794775959e-06
1717,ExtFP369,7.334590667101866e-06
2547,GraphFP213,7.221140491370853e-06
2745,GraphFP432,7.121747177734657e-06
2671,GraphFP347,7.103168671307374e-06
3203,GraphFP973,6.726021166106365e-06
631,FP299,6.3539912997055585e-06
2104,ExtFP760,6.236713548326062e-06
382,FP49,5.942024851054258e-06
1509,ExtFP159,5.831216684156979e-06
1450,ExtFP100,5.60670936184573e-06
829,FP498,5.5850861527554685e-06
2084,ExtFP740,5.528090878532986e-06
1676,ExtFP328,5.503848721297253e-06
390,FP57,5.346590641349903e-06
459,FP126,5.237335424361402e-06
418,FP85,4.917690043724674e-06
1618,ExtFP269,4.869945480193195e-06
2251,ExtFP909,4.740025364787361e-06
978,FP648,4.7112663419485506e-06
838,FP507,4.684850142729038e-06
2719,GraphFP402,4.657147126456662e-06
2484,GraphFP145,4.223683540521988e-06
3341,AD2D481,3.936258085174545e-06
2919,GraphFP639,3.907710623907808e-06
1427,ExtFP77,3.7111397528627625e-06
3434,AD2D715,3.6832578980414647e-06
575,FP242,3.6270430809824013e-06
2164,ExtFP820,3.539708710316919e-06
2285,ExtFP943,3.3411943309988435e-06
1199,FP871,3.3185596784456727e-06
762,FP431,3.0168437496882497e-06
941,FP611,2.9644244582621774e-06
2549,GraphFP215,2.928773248108219e-06
1518,ExtFP168,2.580912825570778e-06
3008,GraphFP738,2.463850212010626e-06
1575,ExtFP226,2.3249892254001197e-06
1213,FP885,2.212587886815612e-06
2961,GraphFP687,2.1818605741935197e-06
989,FP659,2.0823005981568402e-06
1622,ExtFP273,1.945897010712476e-06
2989,GraphFP717,1.8087445845438556e-06
2858,GraphFP564,1.7290020135732343e-06
3304,AD2D336,1.5842841492282466e-06
831,FP500,1.562365146592017e-06
2876,GraphFP586,1.2223609493517053e-06
1903,ExtFP556,5.783336284206506e-07
2004,ExtFP658,1.3196425613597206e-07
2206,ExtFP863,8.958141888824079e-08
2870,GraphFP580,0.0
2815,GraphFP515,0.0
2804,GraphFP503,0.0
2803,GraphFP502,0.0
561,FP228,0.0
2860,GraphFP566,0.0
2859,GraphFP565,0.0
2857,GraphFP562,0.0
565,FP232,0.0
2869,GraphFP579,0.0
2820,GraphFP520,0.0
562,FP229,0.0
2814,GraphFP514,0.0
2821,GraphFP521,0.0
2822,GraphFP522,0.0
2855,GraphFP559,0.0
2854,GraphFP558,0.0
2853,GraphFP557,0.0
2872,GraphFP582,0.0
2817,GraphFP517,0.0
563,FP230,0.0
2856,GraphFP560,0.0
598,FP266,0.0
597,FP265,0.0
596,FP264,0.0
2825,GraphFP526,0.0
616,FP284,0.0
615,FP283,0.0
614,FP282,0.0
612,FP280,0.0
609,FP277,0.0
2839,GraphFP541,0.0
2813,GraphFP513,0.0
2838,GraphFP540,0.0
2837,GraphFP539,0.0
567,FP234,0.0
2832,GraphFP534,0.0
2829,GraphFP530,0.0
2826,GraphFP527,0.0
2800,GraphFP499,0.0
2801,GraphFP500,0.0
2852,GraphFP556,0.0
2851,GraphFP555,0.0
2802,GraphFP501,0.0
2850,GraphFP554,0.0
2847,GraphFP551,0.0
2845,GraphFP549,0.0
2841,GraphFP545,0.0
2843,GraphFP547,0.0
2833,GraphFP535,0.0
2868,GraphFP578,0.0
2867,GraphFP576,0.0
2866,GraphFP575,0.0
2805,GraphFP504,0.0
2862,GraphFP568,0.0
2883,GraphFP595,0.0
2882,GraphFP594,0.0
2806,GraphFP505,0.0
2879,GraphFP590,0.0
2875,GraphFP585,0.0
2807,GraphFP507,0.0
2874,GraphFP584,0.0
2873,GraphFP583,0.0
599,FP267,0.0
2891,GraphFP604,0.0
2809,GraphFP509,0.0
2890,GraphFP603,0.0
2810,GraphFP510,0.0
2889,GraphFP602,0.0
2888,GraphFP601,0.0
2887,GraphFP600,0.0
2884,GraphFP597,0.0
2792,GraphFP490,0.0
603,FP271,0.0
2795,GraphFP494,0.0
2796,GraphFP495,0.0
602,FP270,0.0
2892,GraphFP605,0.0
2649,GraphFP325,0.0
2648,GraphFP324,0.0
2647,GraphFP323,0.0
2646,GraphFP322,0.0
2663,GraphFP339,0.0
2662,GraphFP338,0.0
2661,GraphFP337,0.0
2660,GraphFP336,0.0
2659,GraphFP335,0.0
2658,GraphFP334,0.0
2657,GraphFP333,0.0
619,FP287,0.0
693,FP361,0.0
691,FP359,0.0
690,FP358,0.0
689,FP357,0.0
686,FP354,0.0
681,FP349,0.0
2600,GraphFP272,0.0
709,FP377,0.0
707,FP375,0.0
705,FP373,0.0
704,FP372,0.0
700,FP368,0.0
2655,GraphFP331,0.0
2695,GraphFP373,0.0
2694,GraphFP372,0.0
2693,GraphFP371,0.0
2692,GraphFP370,0.0
2691,GraphFP369,0.0
2690,GraphFP368,0.0
2632,GraphFP307,0.0
2630,GraphFP305,0.0
2629,GraphFP303,0.0
2628,GraphFP302,0.0
2627,GraphFP301,0.0
2651,GraphFP327,0.0
2625,GraphFP299,0.0
2623,GraphFP297,0.0
2645,GraphFP320,0.0
2644,GraphFP319,0.0
2643,GraphFP318,0.0
2640,GraphFP315,0.0
2639,GraphFP314,0.0
2637,GraphFP312,0.0
2635,GraphFP310,0.0
2633,GraphFP308,0.0
2653,GraphFP329,0.0
2652,GraphFP328,0.0
2626,GraphFP300,0.0
742,FP411,0.0
740,FP409,0.0
739,FP408,0.0
736,FP405,0.0
734,FP403,0.0
2579,GraphFP250,0.0
2578,GraphFP248,0.0
2577,GraphFP246,0.0
2573,GraphFP242,0.0
2571,GraphFP240,0.0
2570,GraphFP238,0.0
699,FP367,0.0
2596,GraphFP268,0.0
2594,GraphFP266,0.0
2590,GraphFP262,0.0
2589,GraphFP261,0.0
2585,GraphFP256,0.0
2583,GraphFP254,0.0
2580,GraphFP251,0.0
2543,GraphFP208,0.0
2542,GraphFP207,0.0
2541,GraphFP206,0.0
2537,GraphFP202,0.0
2536,GraphFP201,0.0
2569,GraphFP237,0.0
695,FP363,0.0
694,FP362,0.0
2609,GraphFP281,0.0
2608,GraphFP280,0.0
2604,GraphFP276,0.0
2603,GraphFP275,0.0
2602,GraphFP274,0.0
2601,GraphFP273,0.0
711,FP379,0.0
710,FP378,0.0
2620,GraphFP293,0.0
2619,GraphFP292,0.0
743,FP412,0.0
2617,GraphFP290,0.0
2614,GraphFP287,0.0
2613,GraphFP286,0.0
2612,GraphFP285,0.0
2610,GraphFP283,0.0
731,FP400,0.0
730,FP399,0.0
729,FP398,0.0
728,FP397,0.0
727,FP396,0.0
722,FP390,0.0
721,FP389,0.0
2618,GraphFP291,0.0
2769,GraphFP464,0.0
2766,GraphFP460,0.0
2791,GraphFP489,0.0
2790,GraphFP488,0.0
2784,GraphFP481,0.0
2782,GraphFP479,0.0
2778,GraphFP475,0.0
2776,GraphFP472,0.0
2731,GraphFP416,0.0
2727,GraphFP410,0.0
2725,GraphFP408,0.0
650,FP318,0.0
2722,GraphFP405,0.0
2721,GraphFP404,0.0
2746,GraphFP435,0.0
2741,GraphFP428,0.0
2739,GraphFP426,0.0
2737,GraphFP424,0.0
2736,GraphFP423,0.0
2734,GraphFP420,0.0
2732,GraphFP417,0.0
2760,GraphFP452,0.0
2758,GraphFP450,0.0
2755,GraphFP447,0.0
2724,GraphFP407,0.0
593,FP261,0.0
592,FP260,0.0
591,FP259,0.0
590,FP258,0.0
588,FP256,0.0
586,FP253,0.0
2824,GraphFP524,0.0
639,FP307,0.0
636,FP304,0.0
634,FP302,0.0
632,FP300,0.0
626,FP294,0.0
2770,GraphFP465,0.0
2762,GraphFP454,0.0
648,FP316,0.0
647,FP315,0.0
646,FP314,0.0
645,FP313,0.0
644,FP312,0.0
643,FP311,0.0
642,FP310,0.0
2774,GraphFP470,0.0
2773,GraphFP469,0.0
2772,GraphFP468,0.0
2771,GraphFP466,0.0
625,FP293,0.0
2715,GraphFP398,0.0
2713,GraphFP395,0.0
2711,GraphFP393,0.0
2708,GraphFP389,0.0
2707,GraphFP387,0.0
2670,GraphFP346,0.0
2669,GraphFP345,0.0
2668,GraphFP344,0.0
2667,GraphFP343,0.0
2665,GraphFP341,0.0
2664,GraphFP340,0.0
2751,GraphFP442,0.0
2679,GraphFP357,0.0
2676,GraphFP354,0.0
2674,GraphFP352,0.0
2673,GraphFP351,0.0
2672,GraphFP349,0.0
2689,GraphFP367,0.0
2688,GraphFP366,0.0
2687,GraphFP365,0.0
2686,GraphFP364,0.0
2684,GraphFP362,0.0
2683,GraphFP361,0.0
2682,GraphFP360,0.0
2680,GraphFP358,0.0
2748,GraphFP437,0.0
623,FP291,0.0
622,FP290,0.0
621,FP289,0.0
618,FP286,0.0
617,FP285,0.0
662,FP330,0.0
659,FP327,0.0
658,FP326,0.0
655,FP323,0.0
652,FP320,0.0
680,FP348,0.0
2718,GraphFP401,0.0
677,FP345,0.0
676,FP344,0.0
674,FP342,0.0
673,FP341,0.0
672,FP340,0.0
671,FP339,0.0
2704,GraphFP384,0.0
2703,GraphFP383,0.0
2701,GraphFP381,0.0
2700,GraphFP380,0.0
2699,GraphFP377,0.0
2697,GraphFP375,0.0
678,FP346,0.0
3249,AD2D25,0.0
3269,AD2D214,0.0
3268,AD2D213,0.0
3267,AD2D208,0.0
3266,AD2D207,0.0
3265,AD2D189,0.0
3264,AD2D184,0.0
3263,AD2D183,0.0
3262,AD2D181,0.0
398,FP65,0.0
396,FP63,0.0
395,FP62,0.0
2995,GraphFP724,0.0
393,FP60,0.0
3271,AD2D219,0.0
3270,AD2D215,0.0
3206,GraphFP977,0.0
3205,GraphFP976,0.0
3204,GraphFP975,0.0
3202,GraphFP972,0.0
3201,GraphFP969,0.0
3200,GraphFP968,0.0
3215,GraphFP987,0.0
3214,GraphFP986,0.0
3213,GraphFP985,0.0
3212,GraphFP984,0.0
394,FP61,0.0
3283,AD2D263,0.0
3282,AD2D262,0.0
3281,AD2D261,0.0
3280,AD2D259,0.0
3277,AD2D253,0.0
3276,AD2D251,0.0
3275,AD2D249,0.0
3274,AD2D248,0.0
3296,AD2D324,0.0
3293,AD2D313,0.0
3291,AD2D292,0.0
3290,AD2D286,0.0
3287,AD2D273,0.0
3250,AD2D92,0.0
3284,AD2D267,0.0
3248,AD2D15,0.0
3245,GraphFP1024,0.0
3244,GraphFP1023,0.0
3243,GraphFP1022,0.0
3241,GraphFP1020,0.0
3239,GraphFP1018,0.0
3238,GraphFP1017,0.0
3260,AD2D174,0.0
3258,AD2D172,0.0
3255,AD2D169,0.0
3254,AD2D129,0.0
3253,AD2D105,0.0
3285,AD2D271,0.0
3183,GraphFP950,0.0
3182,GraphFP949,0.0
3181,GraphFP948,0.0
3180,GraphFP947,0.0
3178,GraphFP945,0.0
3196,GraphFP963,0.0
3195,GraphFP962,0.0
3194,GraphFP961,0.0
3193,GraphFP960,0.0
3190,GraphFP957,0.0
3189,GraphFP956,0.0
3188,GraphFP955,0.0
3210,GraphFP981,0.0
3141,GraphFP899,0.0
3139,GraphFP896,0.0
3138,GraphFP895,0.0
3135,GraphFP892,0.0
3158,GraphFP917,0.0
3157,GraphFP916,0.0
3156,GraphFP915,0.0
3155,GraphFP914,0.0
3151,GraphFP910,0.0
3150,GraphFP909,0.0
3169,GraphFP931,0.0
3168,GraphFP930,0.0
3166,GraphFP927,0.0
3145,GraphFP904,0.0
3207,GraphFP978,0.0
3223,GraphFP998,0.0
3222,GraphFP996,0.0
3221,GraphFP995,0.0
3220,GraphFP993,0.0
3219,GraphFP992,0.0
3234,GraphFP1013,0.0
3231,GraphFP1010,0.0
3229,GraphFP1007,0.0
3225,GraphFP1000,0.0
444,FP111,0.0
442,FP109,0.0
441,FP108,0.0
3186,GraphFP953,0.0
439,FP106,0.0
437,FP104,0.0
434,FP101,0.0
433,FP100,0.0
3177,GraphFP944,0.0
454,FP121,0.0
453,FP120,0.0
452,FP119,0.0
449,FP116,0.0
447,FP114,0.0
446,FP113,0.0
445,FP112,0.0
3187,GraphFP954,0.0
440,FP107,0.0
350,FP17,0.0
349,FP16,0.0
347,FP14,0.0
346,FP13,0.0
343,FP10,0.0
270,ETA_dPsi_B,0.0
360,FP27,0.0
359,FP26,0.0
358,FP25,0.0
357,FP24,0.0
355,FP22,0.0
353,FP20,0.0
415,FP82,0.0
3374,AD2D561,0.0
3373,AD2D560,0.0
231,C2SP1,0.0
230,nBondsT,0.0
3403,AD2D638,0.0
3386,AD2D582,0.0
3384,AD2D575,0.0
3381,AD2D571,0.0
3378,AD2D566,0.0
3377,AD2D565,0.0
3340,AD2D470,0.0
3338,AD2D441,0.0
3337,AD2D432,0.0
3375,AD2D563,0.0
3396,AD2D626,0.0
3395,AD2D625,0.0
3394,AD2D604,0.0
3393,AD2D603,0.0
3392,AD2D598,0.0
3391,AD2D597,0.0
3390,AD2D588,0.0
3438,AD2D720,0.0
6,nP,0.0
3436,AD2D717,0.0
3435,AD2D716,0.0
7,nF,0.0
3400,AD2D631,0.0
351,FP18,0.0
3446,AD2D731,0.0
4,nO,0.0
3443,AD2D727,0.0
3440,AD2D722,0.0
3439,AD2D721,0.0
3408,AD2D644,0.0
3453,AD2D754,0.0
3452,AD2D753,0.0
3451,AD2D744,0.0
3450,AD2D740,0.0
3449,AD2D739,0.0
3448,AD2D738,0.0
3409,AD2D647,0.0
3398,AD2D628,0.0
375,FP42,0.0
3315,AD2D391,0.0
3314,AD2D370,0.0
3313,AD2D363,0.0
3312,AD2D354,0.0
3311,AD2D350,0.0
3310,AD2D349,0.0
3309,AD2D348,0.0
392,FP59,0.0
3330,AD2D418,0.0
3328,AD2D415,0.0
3326,AD2D413,0.0
3322,AD2D405,0.0
3336,AD2D428,0.0
3317,AD2D398,0.0
409,FP76,0.0
406,FP73,0.0
405,FP72,0.0
404,FP71,0.0
402,FP69,0.0
401,FP68,0.0
400,FP67,0.0
3273,AD2D247,0.0
424,FP91,0.0
423,FP90,0.0
419,FP86,0.0
417,FP84,0.0
3320,AD2D403,0.0
3333,AD2D424,0.0
3332,AD2D423,0.0
3331,AD2D419,0.0
3353,AD2D497,0.0
3350,AD2D493,0.0
3346,AD2D487,0.0
3344,AD2D485,0.0
3342,AD2D482,0.0
3365,AD2D547,0.0
3364,AD2D531,0.0
3363,AD2D526,0.0
3362,AD2D520,0.0
3361,AD2D519,0.0
378,FP45,0.0
3356,AD2D502,0.0
3354,AD2D498,0.0
341,FP8,0.0
336,FP3,0.0
334,FP1,0.0
3368,AD2D550,0.0
372,FP39,0.0
369,FP36,0.0
366,FP33,0.0
3299,AD2D327,0.0
387,FP54,0.0
384,FP51,0.0
381,FP48,0.0
3357,AD2D504,0.0
2991,GraphFP720,0.0
2990,GraphFP719,0.0
3013,GraphFP746,0.0
3012,GraphFP744,0.0
3011,GraphFP741,0.0
3009,GraphFP739,0.0
3007,GraphFP736,0.0
3006,GraphFP735,0.0
3005,GraphFP734,0.0
2957,GraphFP683,0.0
2955,GraphFP681,0.0
